ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
3,Eastern Region,134,City of Virginia Beach,17,Urban Collector,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,9,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,9,0.00%,,
3,Eastern Region,134,City of Virginia Beach,17,Urban Collector,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,134,City of Virginia Beach,17,Urban Collector,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,824,241,4.30%,0.37%,,,,,,,,,,,,,,,,,,,,,,824,241,0.37%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,14,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,134,City of Virginia Beach,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,134,City of Virginia Beach Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,861,206,20.14%,1.74%,,,,2,238,002,10.78%,1.01%,,,,,,,,,,,,,,,,6,099,207,2.75%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0.00%,0.00%,,,,,,,,,,,,,,,,134,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,894,0.26%,0.02%,,,,,,,,,,,,,,,,53,894,0.02%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,364,0.05%,0.00%,,,,,,,,,,,,,,,,10,364,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,0.00%,0.00%,,,,,,,,,,,,,,,,347,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,0.00%,0.00%,,,,,,,,,,,,,,,,538,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,0.00%,0.00%,,,,,,,,,,,,,,,,147,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,6,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.00%,0.00%,,,,,,,,,,,,,,,,93,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.00%,0.00%,,,,,,,,,,,,,,,,56,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,137,City of Williamsburg,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,163,0.00%,0.00%,,,,288,0.00%,0.00%,,,,,,,,,,,,,,,,451,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,38,552,0.20%,0.02%,,,,43,871,0.21%,0.02%,,,,,,,,,,,,,,,,82,422,0.04%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,5,822,0.03%,0.00%,,,,6,820,0.03%,0.00%,,,,,,,,,,,,,,,,12,642,0.01%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,150,0.00%,0.00%,,,,246,0.00%,0.00%,,,,,,,,,,,,,,,,396,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,303,0.00%,0.00%,,,,414,0.00%,0.00%,,,,,,,,,,,,,,,,717,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,91,0.00%,0.00%,,,,102,0.00%,0.00%,,,,,,,,,,,,,,,,193,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,0.00%,,,,7,0.00%,0.00%,,,,,,,,,,,,,,,,11,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,53,0.00%,0.00%,,,,78,0.00%,0.00%,,,,,,,,,,,,,,,,132,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,0.00%,,,,39,0.00%,0.00%,,,,,,,,,,,,,,,,58,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,137,City of Williamsburg,16,Urban Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,54,0.00%,0.00%,,,,20,0.00%,0.00%,,,,,,,,,,,,,,,,74,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,753,0.04%,0.00%,,,,7,210,0.03%,0.00%,,,,,,,,,,,,,,,,14,963,0.01%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,1,303,0.01%,0.00%,,,,1,101,0.01%,0.00%,,,,,,,,,,,,,,,,2,404,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,28,0.00%,0.00%,,,,37,0.00%,0.00%,,,,,,,,,,,,,,,,65,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,40,0.00%,0.00%,,,,46,0.00%,0.00%,,,,,,,,,,,,,,,,86,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,0.00%,,,,27,0.00%,0.00%,,,,,,,,,,,,,,,,46,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,2,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,9,0.00%,0.00%,,,,10,0.00%,0.00%,,,,,,,,,,,,,,,,19,0.00%,,
3,Eastern Region,137,City of Williamsburg,17,Urban Collector,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,0.00%,,,,9,0.00%,0.00%,,,,,,,,,,,,,,,,11,0.00%,,
3,Eastern Region,137,City of Williamsburg,19,Urban Local System,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,33,445,0.17%,0.02%,,,,,,,,,,,,,,,,,,,,,,33,445,0.02%,,
3,Eastern Region,137,City of Williamsburg Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,813,0.46%,0.04%,,,,125,906,0.61%,0.06%,,,,,,,,,,,,,,,,213,719,0.10%,,
3,Eastern Region,,Eastern Region Total:,,,,,,1,870,317,4.63%,0.84%,,,,5,860,313,8.71%,2.64%,,,,12,955,537,19.66%,5.85%,,,,,,,,,,10,268,974,53.56%,4.63%,,,,11,305,080,54.44%,5.10%,,,,,,,,,,,,,,,,42,260,222,19.07%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,2,621,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,621,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,580,528,0.88%,0.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,528,0.26%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,128,202,0.19%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,202,0.06%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,5,652,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,652,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,6,588,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,588,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,4,370,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,370,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,560,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,4,210,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,210,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,65,485,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,485,0.03%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,1,135,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,135,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,1,807,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,807,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,609,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,0.00%,,
4,Northwestern Region,002,Albemarle County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,787,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,198,405,0.29%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,405,0.09%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,41,601,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,601,0.02%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,1,642,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,642,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,991,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,991,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,357,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,357,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,202,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,273,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,273,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,17,808,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,808,0.01%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,247,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,1,020,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,020,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,172,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0.00%,,
4,Northwestern Region,002,Albemarle County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,1,099,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,099,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,289,978,0.43%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,978,0.13%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,67,361,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,361,0.03%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,2,783,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,783,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,3,180,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,180,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,2,267,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,267,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,416,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,052,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,052,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,2,945,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,945,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,197,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,19,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,,
4,Northwestern Region,002,Albemarle County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,01,Motorcycles,              ,586,0.00%,0.00%,,,,660,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,02,Passenger Cars,              ,200,242,0.50%,0.09%,,,,120,438,0.18%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,680,0.14%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,49,285,0.12%,0.02%,,,,29,865,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,151,0.04%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,04,Busses,              ,1,910,0.00%,0.00%,,,,1,108,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,018,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,489,0.00%,0.00%,,,,1,309,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,799,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,1,243,0.00%,0.00%,,,,2,581,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,824,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,202,0.00%,0.00%,,,,357,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,458,0.00%,0.00%,,,,337,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,348,0.00%,0.00%,,,,752,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,21,0.00%,0.00%,,,,129,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0.00%,,
4,Northwestern Region,002,Albemarle County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,01,Motorcycles,              ,57,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,02,Passenger Cars,              ,16,177,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,177,0.01%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,4,812,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,812,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,04,Busses,              ,187,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,217,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,650,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,178,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,59,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,147,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,0.00%,,
4,Northwestern Region,002,Albemarle County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,67,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,02,Passenger Cars,              ,217,951,0.54%,0.10%,,,,1,075,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,026,0.10%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,32,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,04,Busses,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
